,filename,width,height,class,xmin,ymin,xmax,ymax
59,autosave01_02_2012_09_50_26.jpg,1280,720,0,923,272,968,316
60,autosave01_02_2012_09_50_26.jpg,1280,720,0,932,340,969,374
61,autosave01_02_2012_09_50_26.jpg,1280,720,0,922,318,975,337
62,autosave01_02_2012_09_51_41.jpg,1280,720,0,718,372,740,394
63,autosave01_02_2012_09_47_30.jpg,1280,720,0,853,368,882,398
64,autosave01_02_2012_09_51_40.jpg,1280,720,0,925,320,983,372
65,autosave01_02_2012_09_50_32.jpg,1280,720,0,1080,205,1148,271
66,autosave01_02_2012_09_50_32.jpg,1280,720,0,1092,309,1150,361
67,autosave01_02_2012_09_50_32.jpg,1280,720,0,1078,275,1158,305
68,autosave01_02_2012_09_49_00.jpg,1280,720,0,965,325,1008,366
69,autosave01_02_2012_09_48_09.jpg,1280,720,0,790,383,808,403
70,autosave01_02_2012_09_48_09.jpg,1280,720,0,854,368,880,396
71,autosave01_02_2012_09_50_55.jpg,1280,720,0,1080,205,1148,271
72,autosave01_02_2012_09_50_55.jpg,1280,720,0,1092,309,1150,361
73,autosave01_02_2012_09_50_55.jpg,1280,720,0,1078,275,1158,305
74,autosave01_02_2012_09_50_44.jpg,1280,720,0,1080,205,1148,271
75,autosave01_02_2012_09_50_44.jpg,1280,720,0,1092,309,1150,361
76,autosave01_02_2012_09_50_44.jpg,1280,720,0,1078,275,1158,305
77,autosave01_02_2012_09_51_33.jpg,1280,720,0,690,382,725,399
78,autosave01_02_2012_09_51_47.jpg,1280,720,0,423,395,440,413
79,autosave01_02_2012_09_47_31.jpg,1280,720,0,1116,312,1164,365
80,autosave01_02_2012_09_50_41.jpg,1280,720,0,1080,205,1148,271
81,autosave01_02_2012_09_50_41.jpg,1280,720,0,1092,309,1150,361
82,autosave01_02_2012_09_50_41.jpg,1280,720,0,1078,275,1158,305
83,autosave01_02_2012_09_50_47.jpg,1280,720,0,1080,205,1148,271
84,autosave01_02_2012_09_50_47.jpg,1280,720,0,1092,309,1150,361
85,autosave01_02_2012_09_50_47.jpg,1280,720,0,1078,275,1158,305
86,autosave01_02_2012_09_50_54.jpg,1280,720,0,1080,205,1148,271
87,autosave01_02_2012_09_50_54.jpg,1280,720,0,1092,309,1150,361
88,autosave01_02_2012_09_50_54.jpg,1280,720,0,1078,275,1158,305
89,autosave01_02_2012_09_50_43.jpg,1280,720,0,1080,205,1148,271
90,autosave01_02_2012_09_50_43.jpg,1280,720,0,1092,309,1150,361
91,autosave01_02_2012_09_50_43.jpg,1280,720,0,1078,275,1158,305
92,autosave01_02_2012_09_51_34.jpg,1280,720,0,833,314,918,355
93,autosave01_02_2012_09_50_13.jpg,1280,720,0,1120,287,1221,338
94,autosave01_02_2012_09_50_40.jpg,1280,720,0,1080,205,1148,271
95,autosave01_02_2012_09_50_40.jpg,1280,720,0,1092,309,1150,361
96,autosave01_02_2012_09_50_40.jpg,1280,720,0,1078,275,1158,305
97,autosave01_02_2012_09_47_22.jpg,1280,720,0,990,329,1021,360
98,autosave01_02_2012_09_50_29.jpg,1280,720,0,1037,223,1100,284
99,autosave01_02_2012_09_50_29.jpg,1280,720,0,1049,318,1100,367
100,autosave01_02_2012_09_50_29.jpg,1280,720,0,1030,288,1109,317
101,autosave01_02_2012_09_50_33.jpg,1280,720,0,1080,205,1148,271
102,autosave01_02_2012_09_50_33.jpg,1280,720,0,1092,309,1150,361
103,autosave01_02_2012_09_50_33.jpg,1280,720,0,1078,275,1158,305
104,autosave01_02_2012_09_48_36.jpg,1280,720,0,825,369,848,393
105,autosave01_02_2012_09_51_44.jpg,1280,720,0,895,214,931,262
106,autosave01_02_2012_09_47_45.jpg,1280,720,0,826,323,853,348
107,autosave01_02_2012_09_51_38.jpg,1280,720,0,702,379,728,400
108,autosave01_02_2012_09_47_21.jpg,1280,720,0,824,363,842,383
109,autosave01_02_2012_09_51_48.jpg,1280,720,0,375,384,394,405
110,autosave01_02_2012_09_51_09.jpg,1280,720,0,901,301,925,331
111,autosave01_02_2012_09_48_22.jpg,1280,720,0,1048,314,1102,366
112,autosave01_02_2012_09_50_51.jpg,1280,720,0,1080,205,1148,271
113,autosave01_02_2012_09_50_51.jpg,1280,720,0,1092,309,1150,361
114,autosave01_02_2012_09_50_51.jpg,1280,720,0,1078,275,1158,305
115,autosave01_02_2012_09_50_35.jpg,1280,720,0,1080,205,1148,271
116,autosave01_02_2012_09_50_35.jpg,1280,720,0,1092,309,1150,361
117,autosave01_02_2012_09_50_35.jpg,1280,720,0,1078,275,1158,305
118,autosave01_02_2012_09_49_04.jpg,1280,720,0,1048,325,1090,364
119,autosave01_02_2012_09_49_04.jpg,1280,720,0,415,376,448,413
120,autosave01_02_2012_09_49_04.jpg,1280,720,0,893,308,912,334
121,autosave01_02_2012_09_50_45.jpg,1280,720,0,1080,205,1148,271
122,autosave01_02_2012_09_50_45.jpg,1280,720,0,1092,309,1150,361
123,autosave01_02_2012_09_50_45.jpg,1280,720,0,1078,275,1158,305
124,autosave01_02_2012_09_50_10.jpg,1280,720,0,767,374,804,394
125,autosave01_02_2012_09_50_10.jpg,1280,720,0,877,346,912,379
126,autosave01_02_2012_09_50_56.jpg,1280,720,0,1080,205,1148,271
127,autosave01_02_2012_09_50_56.jpg,1280,720,0,1092,309,1150,361
128,autosave01_02_2012_09_50_56.jpg,1280,720,0,1078,275,1158,305
129,autosave01_02_2012_09_48_58.jpg,1280,720,0,814,374,848,398
130,autosave01_02_2012_09_51_10.jpg,1280,720,0,1129,198,1168,248
131,autosave01_02_2012_09_51_49.jpg,1280,720,0,216,350,254,391
132,autosave01_02_2012_09_51_45.jpg,1280,720,0,733,371,757,399
133,autosave01_02_2012_09_47_42.jpg,1280,720,0,805,368,833,397
134,autosave01_02_2012_09_47_42.jpg,1280,720,0,967,307,1056,351
135,autosave01_02_2012_09_50_27.jpg,1280,720,0,964,250,1015,302
136,autosave01_02_2012_09_50_27.jpg,1280,720,0,973,330,1014,369
137,autosave01_02_2012_09_50_27.jpg,1280,720,0,960,305,1023,329
138,autosave01_02_2012_09_51_28.jpg,1280,720,0,713,388,730,410
139,autosave01_02_2012_09_47_43.jpg,1280,720,0,962,332,1015,380
140,autosave01_02_2012_09_47_03.jpg,1280,720,0,944,349,977,391
141,autosave01_02_2012_09_56_09.jpg,1280,720,0,860,328,911,399
142,autosave01_02_2012_09_56_09.jpg,1280,720,0,856,270,910,323
143,autosave01_02_2012_09_54_23.jpg,1280,720,0,479,384,506,408
144,autosave01_02_2012_09_54_23.jpg,1280,720,0,833,372,856,394
145,autosave01_02_2012_09_56_42.jpg,1280,720,0,709,365,740,395
146,autosave01_02_2012_09_56_07.jpg,1280,720,0,715,384,738,419
147,autosave01_02_2012_09_56_07.jpg,1280,720,0,711,355,739,383
148,autosave01_02_2012_10_00_43.jpg,1280,720,0,841,287,903,342
149,autosave01_02_2012_09_53_45.jpg,1280,720,0,905,359,934,389
150,autosave01_02_2012_09_53_31.jpg,1280,720,0,813,358,841,388
151,autosave01_02_2012_09_59_25.jpg,1280,720,0,718,351,750,383
152,autosave01_02_2012_09_59_25.jpg,1280,720,0,718,383,744,408
153,autosave01_02_2012_10_00_45.jpg,1280,720,0,904,249,980,318
154,autosave01_02_2012_09_55_00.jpg,1280,720,0,764,384,788,411
155,autosave01_02_2012_09_52_09.jpg,1280,720,0,1099,220,1191,312
156,autosave01_02_2012_09_53_47.jpg,1280,720,0,1058,329,1100,373
157,autosave01_02_2012_09_59_28.jpg,1280,720,0,606,315,653,358
158,autosave01_02_2012_09_59_28.jpg,1280,720,0,607,358,645,398
159,autosave01_02_2012_09_59_24.jpg,1280,720,0,713,353,739,381
160,autosave01_02_2012_09_59_24.jpg,1280,720,0,713,382,735,403
161,autosave01_02_2012_09_55_01.jpg,1280,720,0,944,328,991,374
162,autosave01_02_2012_09_58_12.jpg,1280,720,0,774,302,808,336
163,autosave01_02_2012_09_58_12.jpg,1280,720,0,777,339,807,366
164,autosave01_02_2012_09_58_12.jpg,1280,720,0,782,367,809,384
165,autosave01_02_2012_09_56_00.jpg,1280,720,0,821,353,859,392
166,autosave01_02_2012_09_52_12.jpg,1280,720,0,953,257,1019,346
167,autosave01_02_2012_09_53_35.jpg,1280,720,0,1048,308,1131,355
168,autosave01_02_2012_09_56_24.jpg,1280,720,0,742,345,813,385
169,autosave01_02_2012_09_56_24.jpg,1280,720,0,748,301,792,341
170,autosave01_02_2012_09_56_14.jpg,1280,720,0,834,342,880,389
171,autosave01_02_2012_09_52_19.jpg,1280,720,0,46,301,124,381
172,autosave01_02_2012_09_52_19.jpg,1280,720,0,1060,231,1107,280
173,autosave01_02_2012_09_53_18.jpg,1280,720,0,865,350,897,383
174,autosave01_02_2012_10_00_46.jpg,1280,720,0,918,240,1000,309
175,autosave01_02_2012_09_53_41.jpg,1280,720,0,997,344,1029,375
176,autosave01_02_2012_09_53_36.jpg,1280,720,0,1024,307,1107,354
177,autosave01_02_2012_09_54_26.jpg,1280,720,0,860,369,885,398
178,autosave01_02_2012_10_00_40.jpg,1280,720,0,744,351,776,381
179,autosave01_02_2012_09_54_24.jpg,1280,720,0,341,328,397,382
180,autosave01_02_2012_09_56_25.jpg,1280,720,0,796,308,897,358
181,autosave01_02_2012_09_56_25.jpg,1280,720,0,808,249,870,306
182,autosave01_02_2012_09_56_49.jpg,1280,720,0,939,180,1099,328
183,autosave01_02_2012_09_56_49.jpg,1280,720,0,739,310,854,352
184,autosave01_02_2012_09_56_05.jpg,1280,720,0,721,381,746,416
185,autosave01_02_2012_09_56_05.jpg,1280,720,0,718,351,746,379
186,autosave01_02_2012_09_57_50.jpg,1280,720,0,1137,180,1217,257
187,autosave01_02_2012_09_57_49.jpg,1280,720,0,934,281,979,328
188,autosave01_02_2012_09_56_21.jpg,1280,720,0,677,384,718,408
189,autosave01_02_2012_09_56_21.jpg,1280,720,0,682,359,707,383
190,autosave01_02_2012_09_57_52.jpg,1280,720,0,895,305,922,344
191,autosave01_02_2012_09_56_44.jpg,1280,720,0,673,353,710,391
192,autosave01_02_2012_09_52_08.jpg,1280,720,0,776,353,812,389
193,autosave01_02_2012_09_58_11.jpg,1280,720,0,752,323,779,354
194,autosave01_02_2012_09_58_11.jpg,1280,720,0,755,355,778,376
195,autosave01_02_2012_09_53_38.jpg,1280,720,0,1073,331,1131,355
196,autosave01_02_2012_10_00_47.jpg,1280,720,0,918,240,1000,309
197,autosave01_02_2012_09_51_59.jpg,1280,720,0,759,372,786,410
198,autosave01_02_2012_09_56_47.jpg,1280,720,0,666,342,731,407
199,autosave01_02_2012_09_56_47.jpg,1280,720,0,580,386,648,412
200,autosave01_02_2012_09_57_48.jpg,1280,720,0,843,323,879,357
201,autosave01_02_2012_09_59_27.jpg,1280,720,0,637,333,676,368
202,autosave01_02_2012_09_59_27.jpg,1280,720,0,635,370,669,404
203,autosave01_02_2012_09_55_59.jpg,1280,720,0,749,372,779,401
204,autosave01_02_2012_09_56_48.jpg,1280,720,0,793,290,889,390
205,autosave01_02_2012_09_56_48.jpg,1280,720,0,677,363,760,395
206,autosave01_02_2012_09_56_23.jpg,1280,720,0,712,360,769,392
207,autosave01_02_2012_09_56_23.jpg,1280,720,0,719,325,754,359
208,autosave01_02_2012_10_00_41.jpg,1280,720,0,771,333,810,371
209,autosave01_02_2012_09_53_26.jpg,1280,720,0,851,347,880,377
210,autosave01_02_2012_09_53_32.jpg,1280,720,0,1115,268,1177,331
211,autosave01_02_2012_09_58_13.jpg,1280,720,0,879,220,931,275
212,autosave01_02_2012_09_58_13.jpg,1280,720,0,882,280,930,327
213,autosave01_02_2012_09_58_13.jpg,1280,720,0,886,331,931,353
214,autosave01_02_2012_09_56_45.jpg,1280,720,0,620,351,661,392
215,autosave01_02_2012_09_56_45.jpg,1280,720,0,562,382,609,400
216,autosave01_02_2012_09_56_51.jpg,1280,720,0,975,46,1279,203
217,autosave01_02_2012_09_52_18.jpg,1280,720,0,415,379,443,408
218,autosave01_02_2012_09_52_18.jpg,1280,720,0,823,330,848,354
219,autosave01_02_2012_09_53_43.jpg,1280,720,0,924,359,953,389
220,autosave01_02_2012_09_52_11.jpg,1280,720,0,756,349,785,390
221,autosave01_02_2012_09_56_01.jpg,1280,720,0,1039,278,1117,353
222,autosave01_02_2012_09_59_30.jpg,1280,720,0,985,256,1049,309
223,autosave01_02_2012_09_59_30.jpg,1280,720,0,982,311,1036,359
224,autosave01_02_2012_09_56_22.jpg,1280,720,0,695,376,743,403
225,autosave01_02_2012_09_56_22.jpg,1280,720,0,703,349,729,375
226,autosave01_02_2012_09_56_40.jpg,1280,720,0,707,370,738,400
227,autosave01_02_2012_09_56_43.jpg,1280,720,0,685,366,718,399
228,autosave01_02_2012_09_56_15.jpg,1280,720,0,1048,271,1136,356
229,autosave01_02_2012_10_00_44.jpg,1280,720,0,895,254,971,323
230,autosave01_02_2012_09_56_08.jpg,1280,720,0,748,368,777,408
231,autosave01_02_2012_09_56_08.jpg,1280,720,0,744,332,779,365
232,autosave01_02_2012_10_04_48.jpg,1280,720,0,898,340,933,378
233,autosave01_02_2012_10_02_56.jpg,1280,720,0,936,217,1009,288
234,autosave01_02_2012_10_00_50.jpg,1280,720,0,918,240,1000,309
235,autosave01_02_2012_10_01_04.jpg,1280,720,0,918,240,1000,309
236,autosave01_02_2012_10_00_54.jpg,1280,720,0,918,240,1000,309
237,autosave01_02_2012_10_09_16.jpg,1280,720,0,798,267,845,332
238,autosave01_02_2012_10_09_16.jpg,1280,720,0,804,335,849,397
239,autosave01_02_2012_10_04_59.jpg,1280,720,0,1155,338,1181,367
240,autosave01_02_2012_10_04_59.jpg,1280,720,0,1051,300,1110,352
241,autosave01_02_2012_10_06_28.jpg,1280,720,0,1166,264,1237,332
242,autosave01_02_2012_10_08_19.jpg,1280,720,0,716,356,757,396
243,autosave01_02_2012_10_08_19.jpg,1280,720,0,907,269,987,345
244,autosave01_02_2012_10_08_19.jpg,1280,720,0,777,259,808,304
245,autosave01_02_2012_10_04_52.jpg,1280,720,0,1121,343,1145,370
246,autosave01_02_2012_10_04_52.jpg,1280,720,0,1005,305,1057,357
247,autosave01_02_2012_10_07_14.jpg,1280,720,0,822,182,862,236
248,autosave01_02_2012_10_05_40.jpg,1280,720,0,1156,343,1184,374
249,autosave01_02_2012_10_05_40.jpg,1280,720,0,1056,305,1115,357
250,autosave01_02_2012_10_02_03.jpg,1280,720,0,1179,222,1262,304
251,autosave01_02_2012_10_04_58.jpg,1280,720,0,1155,338,1181,367
252,autosave01_02_2012_10_04_58.jpg,1280,720,0,1051,300,1110,352
253,autosave01_02_2012_10_06_38.jpg,1280,720,0,1166,259,1237,327
254,autosave01_02_2012_10_05_47.jpg,1280,720,0,1164,262,1235,328
255,autosave01_02_2012_10_02_16.jpg,1280,720,0,781,368,810,397
256,autosave01_02_2012_10_04_34.jpg,1280,720,0,712,350,739,377
257,autosave01_02_2012_10_04_34.jpg,1280,720,0,928,200,987,277
258,autosave01_02_2012_10_02_55.jpg,1280,720,0,610,282,666,337
259,autosave01_02_2012_10_09_10.jpg,1280,720,0,269,381,301,412
260,autosave01_02_2012_10_03_27.jpg,1280,720,0,767,335,795,361
261,autosave01_02_2012_10_06_57.jpg,1280,720,0,1175,260,1246,327
262,autosave01_02_2012_10_05_45.jpg,1280,720,0,1157,264,1228,330
263,autosave01_02_2012_10_08_52.jpg,1280,720,0,812,273,868,327
264,autosave01_02_2012_10_08_52.jpg,1280,720,0,810,335,874,356
265,autosave01_02_2012_10_04_33.jpg,1280,720,0,673,358,696,379
266,autosave01_02_2012_10_04_33.jpg,1280,720,0,800,268,838,322
267,autosave01_02_2012_10_05_30.jpg,1280,720,0,1155,338,1181,367
268,autosave01_02_2012_10_05_30.jpg,1280,720,0,1051,300,1110,352
269,autosave01_02_2012_10_05_23.jpg,1280,720,0,1155,338,1181,367
270,autosave01_02_2012_10_05_23.jpg,1280,720,0,1051,300,1110,352
271,autosave01_02_2012_10_01_00.jpg,1280,720,0,918,240,1000,309
272,autosave01_02_2012_10_00_57.jpg,1280,720,0,918,240,1000,309
273,autosave01_02_2012_10_08_20.jpg,1280,720,0,799,300,860,364
274,autosave01_02_2012_10_08_20.jpg,1280,720,0,1061,0,1148,107
275,autosave01_02_2012_10_06_58.jpg,1280,720,0,1221,257,1279,332
276,autosave01_02_2012_10_04_56.jpg,1280,720,0,1154,337,1180,365
277,autosave01_02_2012_10_04_56.jpg,1280,720,0,1050,296,1109,348
278,autosave01_02_2012_10_08_56.jpg,1280,720,0,1042,92,1192,220
279,autosave01_02_2012_10_08_56.jpg,1280,720,0,1036,235,1206,287
280,autosave01_02_2012_10_07_51.jpg,1280,720,0,840,334,884,376
281,autosave01_02_2012_10_07_26.jpg,1280,720,0,54,105,127,176
282,autosave01_02_2012_10_07_26.jpg,1280,720,0,82,346,136,397
283,autosave01_02_2012_10_08_54.jpg,1280,720,0,882,222,958,294
284,autosave01_02_2012_10_08_54.jpg,1280,720,0,878,302,964,331
285,autosave01_02_2012_10_05_41.jpg,1280,720,0,1177,339,1206,368
286,autosave01_02_2012_10_05_41.jpg,1280,720,0,1082,295,1143,352
287,autosave01_02_2012_10_01_21.jpg,1280,720,0,1054,170,1184,279
288,autosave01_02_2012_10_08_58.jpg,1280,720,0,1022,109,1159,231
289,autosave01_02_2012_10_08_58.jpg,1280,720,0,1019,241,1177,295
290,autosave01_02_2012_10_04_30.jpg,1280,720,0,727,347,743,371
291,autosave01_02_2012_10_01_22.jpg,1280,720,0,1149,95,1279,227
292,autosave01_02_2012_10_08_33.jpg,1280,720,0,710,373,740,403
293,autosave01_02_2012_10_06_08.jpg,1280,720,0,1165,263,1236,331
294,autosave01_02_2012_10_06_12.jpg,1280,720,0,1165,263,1236,331
295,autosave01_02_2012_10_06_18.jpg,1280,720,0,1166,261,1237,329
296,autosave01_02_2012_10_05_26.jpg,1280,720,0,1155,338,1181,367
297,autosave01_02_2012_10_05_26.jpg,1280,720,0,1051,300,1110,352
298,autosave01_02_2012_10_09_15.jpg,1280,720,0,719,334,745,373
299,autosave01_02_2012_10_09_15.jpg,1280,720,0,721,376,748,413
300,autosave01_02_2012_10_07_19.jpg,1280,720,0,1066,244,1162,338
301,autosave01_02_2012_10_07_17.jpg,1280,720,0,733,374,764,406
302,autosave01_02_2012_10_01_05.jpg,1280,720,0,918,240,1000,309
303,autosave01_02_2012_10_07_24.jpg,1280,720,0,337,289,371,321
304,autosave01_02_2012_10_07_24.jpg,1280,720,0,349,403,372,426
305,autosave01_02_2012_10_07_13.jpg,1280,720,0,753,262,781,301
306,autosave01_02_2012_10_00_55.jpg,1280,720,0,918,240,1000,309
307,autosave01_02_2012_10_05_20.jpg,1280,720,0,1155,338,1181,367
308,autosave01_02_2012_10_05_20.jpg,1280,720,0,1051,300,1110,352
309,autosave01_02_2012_10_02_21.jpg,1280,720,0,848,324,888,364
310,autosave01_02_2012_10_05_15.jpg,1280,720,0,1155,338,1181,367
311,autosave01_02_2012_10_05_15.jpg,1280,720,0,1051,300,1110,352
312,autosave01_02_2012_10_02_02.jpg,1280,720,0,866,326,905,365
313,autosave01_02_2012_10_08_50.jpg,1280,720,0,764,307,803,352
314,autosave01_02_2012_10_08_50.jpg,1280,720,0,759,356,809,374
315,autosave01_02_2012_10_02_22.jpg,1280,720,0,1166,181,1266,277
316,autosave01_02_2012_10_06_25.jpg,1280,720,0,1166,261,1237,329
317,autosave01_02_2012_10_02_33.jpg,1280,720,0,1030,261,1094,318
318,autosave01_02_2012_10_02_32.jpg,1280,720,0,794,350,825,380
319,autosave01_02_2012_10_07_25.jpg,1280,720,0,246,230,294,273
320,autosave01_02_2012_10_07_25.jpg,1280,720,0,268,385,299,417
321,autosave01_02_2012_10_08_53.jpg,1280,720,0,841,251,902,315
322,autosave01_02_2012_10_08_53.jpg,1280,720,0,838,322,912,346
323,autosave01_02_2012_10_04_51.jpg,1280,720,0,984,313,1032,359
324,autosave01_02_2012_10_08_48.jpg,1280,720,0,715,331,747,365
325,autosave01_02_2012_10_07_52.jpg,1280,720,0,1118,232,1219,322
326,autosave01_02_2012_10_02_30.jpg,1280,720,0,767,304,800,336
327,autosave01_02_2012_10_05_11.jpg,1280,720,0,1155,338,1181,367
328,autosave01_02_2012_10_05_11.jpg,1280,720,0,1051,300,1110,352
329,autosave01_02_2012_10_08_21.jpg,1280,720,0,1049,123,1192,263
330,autosave01_02_2012_10_03_29.jpg,1280,720,0,925,299,951,336
331,autosave01_02_2012_10_08_34.jpg,1280,720,0,747,359,780,395
332,autosave01_02_2012_10_05_44.jpg,1280,720,0,1145,269,1210,335
333,autosave01_02_2012_10_04_49.jpg,1280,720,0,977,315,1025,361
334,autosave01_02_2012_10_06_03.jpg,1280,720,0,1165,263,1236,331
335,autosave01_02_2012_10_06_55.jpg,1280,720,0,1163,262,1234,329
336,autosave01_02_2012_10_09_14.jpg,1280,720,0,680,362,701,390
337,autosave01_02_2012_10_09_14.jpg,1280,720,0,682,392,701,419
338,autosave01_02_2012_10_08_18.jpg,1280,720,0,677,379,704,407
339,autosave01_02_2012_10_08_18.jpg,1280,720,0,750,351,787,389
340,autosave01_02_2012_10_08_18.jpg,1280,720,0,701,325,720,352
341,autosave01_02_2012_10_04_47.jpg,1280,720,0,865,340,900,374
342,autosave01_02_2012_10_05_42.jpg,1280,720,0,1104,286,1169,346
343,autosave01_02_2012_10_07_50.jpg,1280,720,0,746,370,773,400
344,autosave01_02_2012_10_04_31.jpg,1280,720,0,734,324,755,356
345,autosave01_02_2012_10_06_45.jpg,1280,720,0,1165,263,1236,330
346,autosave01_02_2012_10_03_20.jpg,1280,720,0,1119,241,1234,354
347,autosave01_02_2012_10_04_55.jpg,1280,720,0,1153,339,1179,366
348,autosave01_02_2012_10_04_55.jpg,1280,720,0,1047,299,1104,351
349,autosave01_02_2012_10_01_03.jpg,1280,720,0,918,240,1000,309
350,autosave01_02_2012_10_00_52.jpg,1280,720,0,918,240,1000,309
351,autosave01_02_2012_10_04_57.jpg,1280,720,0,1155,338,1181,367
352,autosave01_02_2012_10_04_57.jpg,1280,720,0,1051,300,1110,352
353,autosave01_02_2012_10_05_43.jpg,1280,720,0,1125,277,1190,339
354,autosave01_02_2012_10_08_51.jpg,1280,720,0,787,292,834,341
355,autosave01_02_2012_10_08_51.jpg,1280,720,0,784,347,841,365
356,autosave01_02_2012_10_08_57.jpg,1280,720,0,971,147,1083,249
357,autosave01_02_2012_10_08_57.jpg,1280,720,0,969,262,1095,302
358,autosave01_02_2012_10_04_53.jpg,1280,720,0,1133,339,1158,366
359,autosave01_02_2012_10_04_53.jpg,1280,720,0,1020,304,1077,356
360,autosave01_02_2012_10_05_52.jpg,1280,720,0,1164,262,1235,328
361,autosave01_02_2012_10_04_32.jpg,1280,720,0,756,321,783,361
362,autosave01_02_2012_10_05_08.jpg,1280,720,0,1155,338,1181,367
363,autosave01_02_2012_10_05_08.jpg,1280,720,0,1051,300,1110,352
364,autosave01_02_2012_10_08_49.jpg,1280,720,0,739,319,775,360
365,autosave01_02_2012_10_08_49.jpg,1280,720,0,736,364,779,381
366,autosave01_02_2012_10_07_12.jpg,1280,720,0,757,254,786,295
